County,Year,Quarter,Medication_Assisted_Treatment,Beneficiaries,Status,Annotation,Annotation_Description,,
Glenn,2018,Q1,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Glenn,2018,Q2,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Glenn,2018,Q3,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Glenn,2018,Q4,Buprenorphine,30,F,,,,
Glenn,2019,Q1,Buprenorphine,29,F,,,,
Glenn,2019,Q2,Buprenorphine,38,F,,,,
Glenn,2019,Q3,Buprenorphine,36,F,,,,
Glenn,2019,Q4,Buprenorphine,31,F,,,,
Glenn,2020,Q1,Buprenorphine,39,P,,,,
Humboldt,2010,Q1,Buprenorphine,50,F,,,,
Humboldt,2010,Q2,Buprenorphine,56,F,,,,
Humboldt,2010,Q3,Buprenorphine,56,F,,,,
Humboldt,2010,Q4,Buprenorphine,55,F,,,,
Humboldt,2011,Q1,Buprenorphine,56,F,,,,
Humboldt,2011,Q2,Buprenorphine,61,F,,,,
Humboldt,2011,Q3,Buprenorphine,65,F,,,,
Humboldt,2011,Q4,Buprenorphine,66,F,,,,
Humboldt,2012,Q1,Buprenorphine,66,F,,,,
Humboldt,2012,Q2,Buprenorphine,71,F,,,,
Humboldt,2012,Q3,Buprenorphine,76,F,,,,
Humboldt,2012,Q4,Buprenorphine,80,F,,,,
Humboldt,2013,Q1,Buprenorphine,91,F,,,,
Humboldt,2013,Q2,Buprenorphine,92,F,,,,
Humboldt,2013,Q3,Buprenorphine,81,F,,,,
Humboldt,2013,Q4,Buprenorphine,83,F,,,,
Humboldt,2014,Q1,Buprenorphine,121,F,,,,
Humboldt,2014,Q2,Buprenorphine,146,F,,,,
Humboldt,2014,Q3,Buprenorphine,157,F,,,,
Humboldt,2014,Q4,Buprenorphine,178,F,,,,
Humboldt,2015,Q1,Buprenorphine,191,F,,,,
Humboldt,2015,Q2,Buprenorphine,229,F,,,,
Humboldt,2015,Q3,Buprenorphine,256,F,,,,
Humboldt,2015,Q4,Buprenorphine,290,F,,,,
Humboldt,2016,Q1,Buprenorphine,319,F,,,,
Humboldt,2016,Q2,Buprenorphine,341,F,,,,
Humboldt,2016,Q3,Buprenorphine,363,F,,,,
Humboldt,2016,Q4,Buprenorphine,388,F,,,,
Humboldt,2017,Q1,Buprenorphine,426,F,,,,
Humboldt,2017,Q2,Buprenorphine,440,F,,,,
Humboldt,2017,Q3,Buprenorphine,457,F,,,,
Humboldt,2017,Q4,Buprenorphine,494,F,,,,
Humboldt,2018,Q1,Buprenorphine,538,F,,,,
Humboldt,2018,Q2,Buprenorphine,600,F,,,,
Humboldt,2018,Q3,Buprenorphine,633,F,,,,
Humboldt,2018,Q4,Buprenorphine,651,F,,,,
Humboldt,2019,Q1,Buprenorphine,652,F,,,,
Humboldt,2019,Q2,Buprenorphine,692,F,,,,
Humboldt,2019,Q3,Buprenorphine,669,F,,,,
Humboldt,2019,Q4,Buprenorphine,708,F,,,,
Humboldt,2020,Q1,Buprenorphine,734,P,,,,
Imperial,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2011,Q3,Buprenorphine,11,F,,,,
Imperial,2011,Q4,Buprenorphine,17,F,,,,
Imperial,2012,Q1,Buprenorphine,15,F,,,,
Imperial,2012,Q2,Buprenorphine,12,F,,,,
Imperial,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2013,Q1,Buprenorphine,17,F,,,,
Imperial,2013,Q2,Buprenorphine,16,F,,,,
Imperial,2013,Q3,Buprenorphine,16,F,,,,
Imperial,2013,Q4,Buprenorphine,19,F,,,,
Imperial,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2014,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2014,Q3,Buprenorphine,11,F,,,,
Imperial,2014,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2015,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2015,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2015,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Imperial,2015,Q4,Buprenorphine,15,F,,,,
Imperial,2016,Q1,Buprenorphine,11,F,,,,
Imperial,2016,Q2,Buprenorphine,19,F,,,,
Imperial,2016,Q3,Buprenorphine,17,F,,,,
Imperial,2016,Q4,Buprenorphine,24,F,,,,
Imperial,2017,Q1,Buprenorphine,29,F,,,,
Imperial,2017,Q2,Buprenorphine,28,F,,,,
Imperial,2017,Q3,Buprenorphine,26,F,,,,
Imperial,2017,Q4,Buprenorphine,21,F,,,,
Imperial,2018,Q1,Buprenorphine,25,F,,,,
Imperial,2018,Q2,Buprenorphine,28,F,,,,
Imperial,2018,Q3,Buprenorphine,30,F,,,,
Imperial,2018,Q4,Buprenorphine,27,F,,,,
Imperial,2019,Q1,Buprenorphine,31,F,,,,
Imperial,2019,Q2,Buprenorphine,46,F,,,,
Imperial,2019,Q3,Buprenorphine,65,F,,,,
Imperial,2019,Q4,Buprenorphine,88,F,,,,
Imperial,2020,Q1,Buprenorphine,76,P,,,,
Inyo / Mono,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2015,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2015,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2015,Q3,Buprenorphine,12,F,,,,
Inyo / Mono,2015,Q4,Buprenorphine,12,F,,,,
Inyo / Mono,2016,Q1,Buprenorphine,14,F,,,,
Inyo / Mono,2016,Q2,Buprenorphine,14,F,,,,
Inyo / Mono,2016,Q3,Buprenorphine,13,F,,,,
Inyo / Mono,2016,Q4,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Inyo / Mono,2017,Q1,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Inyo / Mono,2017,Q2,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Inyo / Mono,2017,Q3,Buprenorphine,17,F,,,,
Inyo / Mono,2017,Q4,Buprenorphine,20,F,,,,
Inyo / Mono,2018,Q1,Buprenorphine,24,F,,,,
Inyo / Mono,2018,Q2,Buprenorphine,24,F,,,,
Inyo / Mono,2018,Q3,Buprenorphine,22,F,,,,
Inyo / Mono,2018,Q4,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Inyo / Mono,2019,Q1,Buprenorphine,25,F,,,,
Inyo / Mono,2019,Q2,Buprenorphine,32,F,,,,
Inyo / Mono,2019,Q3,Buprenorphine,33,F,,,,
Inyo / Mono,2019,Q4,Buprenorphine,35,F,,,,
Inyo / Mono,2020,Q1,Buprenorphine,43,P,,,,
Kern,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2012,Q4,Buprenorphine,15,F,,,,
Kern,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2014,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kern,2014,Q3,Buprenorphine,12,F,,,,
Kern,2014,Q4,Buprenorphine,14,F,,,,
Kern,2015,Q1,Buprenorphine,17,F,,,,
Kern,2015,Q2,Buprenorphine,31,F,,,,
Kern,2015,Q3,Buprenorphine,33,F,,,,
Kern,2015,Q4,Buprenorphine,52,F,,,,
Kern,2016,Q1,Buprenorphine,64,F,,,,
Kern,2016,Q2,Buprenorphine,78,F,,,,
Kern,2016,Q3,Buprenorphine,98,F,,,,
Kern,2016,Q4,Buprenorphine,263,F,,,,
Kern,2017,Q1,Buprenorphine,372,F,,,,
Kern,2017,Q2,Buprenorphine,350,F,,,,
Kern,2017,Q3,Buprenorphine,270,F,,,,
Kern,2017,Q4,Buprenorphine,286,F,,,,
Kern,2018,Q1,Buprenorphine,260,F,,,,
Kern,2018,Q2,Buprenorphine,253,F,,,,
Kern,2018,Q3,Buprenorphine,225,F,,,,
Kern,2018,Q4,Buprenorphine,251,F,,,,
Kern,2019,Q1,Buprenorphine,289,F,,,,
Kern,2019,Q2,Buprenorphine,330,F,,,,
Kern,2019,Q3,Buprenorphine,342,F,,,,
Kern,2019,Q4,Buprenorphine,386,F,,,,
Kern,2020,Q1,Buprenorphine,412,P,,,,
Kings,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2014,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2014,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2014,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2015,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2015,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2015,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2015,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2016,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Kings,2016,Q2,Buprenorphine,11,F,,,,
Kings,2016,Q3,Buprenorphine,14,F,,,,
Kings,2016,Q4,Buprenorphine,37,F,,,,
Kings,2017,Q1,Buprenorphine,49,F,,,,
Kings,2017,Q2,Buprenorphine,41,F,,,,
Kings,2017,Q3,Buprenorphine,52,F,,,,
Kings,2017,Q4,Buprenorphine,58,F,,,,
Kings,2018,Q1,Buprenorphine,58,F,,,,
Kings,2018,Q2,Buprenorphine,60,F,,,,
Kings,2018,Q3,Buprenorphine,61,F,,,,
Kings,2018,Q4,Buprenorphine,62,F,,,,
Kings,2019,Q1,Buprenorphine,66,F,,,,
Kings,2019,Q2,Buprenorphine,70,F,,,,
Kings,2019,Q3,Buprenorphine,81,F,,,,
Kings,2019,Q4,Buprenorphine,92,F,,,,
Kings,2020,Q1,Buprenorphine,98,P,,,,
Lake,2010,Q1,Buprenorphine,22,F,,,,
Lake,2010,Q2,Buprenorphine,22,F,,,,
Lake,2010,Q3,Buprenorphine,28,F,,,,
Lake,2010,Q4,Buprenorphine,31,F,,,,
Lake,2011,Q1,Buprenorphine,48,F,,,,
Lake,2011,Q2,Buprenorphine,58,F,,,,
Lake,2011,Q3,Buprenorphine,64,F,,,,
Lake,2011,Q4,Buprenorphine,61,F,,,,
Lake,2012,Q1,Buprenorphine,56,F,,,,
Lake,2012,Q2,Buprenorphine,65,F,,,,
Lake,2012,Q3,Buprenorphine,79,F,,,,
Lake,2012,Q4,Buprenorphine,74,F,,,,
Lake,2013,Q1,Buprenorphine,76,F,,,,
Lake,2013,Q2,Buprenorphine,76,F,,,,
Lake,2013,Q3,Buprenorphine,83,F,,,,
Lake,2013,Q4,Buprenorphine,78,F,,,,
Lake,2014,Q1,Buprenorphine,105,F,,,,
Lake,2014,Q2,Buprenorphine,101,F,,,,
Lake,2014,Q3,Buprenorphine,117,F,,,,
Lake,2014,Q4,Buprenorphine,130,F,,,,
Lake,2015,Q1,Buprenorphine,138,F,,,,
Lake,2015,Q2,Buprenorphine,147,F,,,,
Lake,2015,Q3,Buprenorphine,159,F,,,,
Lake,2015,Q4,Buprenorphine,184,F,,,,
Lake,2016,Q1,Buprenorphine,208,F,,,,
Lake,2016,Q2,Buprenorphine,206,F,,,,
Lake,2016,Q3,Buprenorphine,206,F,,,,
Lake,2016,Q4,Buprenorphine,204,F,,,,
Lake,2017,Q1,Buprenorphine,241,F,,,,
Lake,2017,Q2,Buprenorphine,249,F,,,,
Lake,2017,Q3,Buprenorphine,263,F,,,,
Lake,2017,Q4,Buprenorphine,261,F,,,,
Lake,2018,Q1,Buprenorphine,278,F,,,,
Lake,2018,Q2,Buprenorphine,286,F,,,,
Lake,2018,Q3,Buprenorphine,299,F,,,,
Lake,2018,Q4,Buprenorphine,312,F,,,,
Lake,2019,Q1,Buprenorphine,326,F,,,,
Lake,2019,Q2,Buprenorphine,317,F,,,,
Lake,2019,Q3,Buprenorphine,332,F,,,,
Lake,2019,Q4,Buprenorphine,297,F,,,,
Lake,2020,Q1,Buprenorphine,316,P,,,,
Lassen / Modoc,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q3,Buprenorphine,11,F,,,,
Lassen / Modoc,2012,Q4,Buprenorphine,12,F,,,,
Lassen / Modoc,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2013,Q2,Buprenorphine,12,F,,,,
Lassen / Modoc,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2014,Q1,Buprenorphine,14,F,,,,
Lassen / Modoc,2014,Q2,Buprenorphine,23,F,,,,
Lassen / Modoc,2014,Q3,Buprenorphine,31,F,,,,
Lassen / Modoc,2014,Q4,Buprenorphine,29,F,,,,
Lassen / Modoc,2015,Q1,Buprenorphine,37,F,,,,
Lassen / Modoc,2015,Q2,Buprenorphine,44,F,,,,
Lassen / Modoc,2015,Q3,Buprenorphine,63,F,,,,
Lassen / Modoc,2015,Q4,Buprenorphine,66,F,,,,
Lassen / Modoc,2016,Q1,Buprenorphine,64,F,,,,
Lassen / Modoc,2016,Q2,Buprenorphine,77,F,,,,
Lassen / Modoc,2016,Q3,Buprenorphine,78,F,,,,
Lassen / Modoc,2016,Q4,Buprenorphine,89,F,,,,
Lassen / Modoc,2017,Q1,Buprenorphine,93,F,,,,
Lassen / Modoc,2017,Q2,Buprenorphine,73,F,,,,
Lassen / Modoc,2017,Q3,Buprenorphine,62,F,,,,
Lassen / Modoc,2017,Q4,Buprenorphine,58,F,,,,
Lassen / Modoc,2018,Q1,Buprenorphine,58,F,,,,
Lassen / Modoc,2018,Q2,Buprenorphine,62,F,,,,
Lassen / Modoc,2018,Q3,Buprenorphine,61,F,,,,
Lassen / Modoc,2018,Q4,Buprenorphine,63,F,,,,
Lassen / Modoc,2019,Q1,Buprenorphine,62,F,,,,
Lassen / Modoc,2019,Q2,Buprenorphine,65,F,,,,
Lassen / Modoc,2019,Q3,Buprenorphine,70,F,,,,
Lassen / Modoc,2019,Q4,Buprenorphine,72,F,,,,
Lassen / Modoc,2020,Q1,Buprenorphine,75,P,,,,
Los Angeles,2010,Q1,Buprenorphine,31,F,,,,
Los Angeles,2010,Q2,Buprenorphine,32,F,,,,
Los Angeles,2010,Q3,Buprenorphine,34,F,,,,
Los Angeles,2010,Q4,Buprenorphine,35,F,,,,
Los Angeles,2011,Q1,Buprenorphine,44,F,,,,
Los Angeles,2011,Q2,Buprenorphine,49,F,,,,
Los Angeles,2011,Q3,Buprenorphine,45,F,,,,
Los Angeles,2011,Q4,Buprenorphine,41,F,,,,
Los Angeles,2012,Q1,Buprenorphine,49,F,,,,
Los Angeles,2012,Q2,Buprenorphine,53,F,,,,
Los Angeles,2012,Q3,Buprenorphine,62,F,,,,
Los Angeles,2012,Q4,Buprenorphine,51,F,,,,
Los Angeles,2013,Q1,Buprenorphine,51,F,,,,
Los Angeles,2013,Q2,Buprenorphine,58,F,,,,
Los Angeles,2013,Q3,Buprenorphine,64,F,,,,
Los Angeles,2013,Q4,Buprenorphine,65,F,,,,
Los Angeles,2014,Q1,Buprenorphine,114,F,,,,
Los Angeles,2014,Q2,Buprenorphine,165,F,,,,
Los Angeles,2014,Q3,Buprenorphine,215,F,,,,
Los Angeles,2014,Q4,Buprenorphine,248,F,,,,
Los Angeles,2015,Q1,Buprenorphine,382,F,,,,
Los Angeles,2015,Q2,Buprenorphine,653,F,,,,
Los Angeles,2015,Q3,Buprenorphine,868,F,,,,
Los Angeles,2015,Q4,Buprenorphine,863,F,,,,
Los Angeles,2016,Q1,Buprenorphine,890,F,,,,
Los Angeles,2016,Q2,Buprenorphine,964,F,,,,
Los Angeles,2016,Q3,Buprenorphine,1010,F,,,,
Los Angeles,2016,Q4,Buprenorphine,1209,F,,,,
Los Angeles,2017,Q1,Buprenorphine,1259,F,,,,
Los Angeles,2017,Q2,Buprenorphine,1443,F,,,,
Los Angeles,2017,Q3,Buprenorphine,1543,F,,,,
Los Angeles,2017,Q4,Buprenorphine,1690,F,,,,
Los Angeles,2018,Q1,Buprenorphine,1868,F,,,,
Los Angeles,2018,Q2,Buprenorphine,1945,F,,,,
Los Angeles,2018,Q3,Buprenorphine,2000,F,,,,
Los Angeles,2018,Q4,Buprenorphine,2069,F,,,,
Los Angeles,2019,Q1,Buprenorphine,2170,F,,,,
Los Angeles,2019,Q2,Buprenorphine,2256,F,,,,
Los Angeles,2019,Q3,Buprenorphine,2326,F,,,,
Los Angeles,2019,Q4,Buprenorphine,2433,F,,,,
Los Angeles,2020,Q1,Buprenorphine,2530,P,,,,
Madera,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2014,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2014,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2014,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2015,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2015,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2015,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Madera,2015,Q4,Buprenorphine,11,F,,,,
Madera,2016,Q1,Buprenorphine,16,F,,,,
Madera,2016,Q2,Buprenorphine,16,F,,,,
Madera,2016,Q3,Buprenorphine,15,F,,,,
Madera,2016,Q4,Buprenorphine,17,F,,,,
Madera,2017,Q1,Buprenorphine,21,F,,,,
Madera,2017,Q2,Buprenorphine,15,F,,,,
Madera,2017,Q3,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Madera,2017,Q4,Buprenorphine,22,F,,,,
Madera,2018,Q1,Buprenorphine,24,F,,,,
Madera,2018,Q2,Buprenorphine,28,F,,,,
Madera,2018,Q3,Buprenorphine,24,F,,,,
Madera,2018,Q4,Buprenorphine,23,F,,,,
Madera,2019,Q1,Buprenorphine,28,F,,,,
Madera,2019,Q2,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Madera,2019,Q3,Buprenorphine,28,F,,,,
Madera,2019,Q4,Buprenorphine,,F,2,cell suppressed for complementary cell,,
Madera,2020,Q1,Buprenorphine,20,P,,,,
Marin,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Marin,2012,Q2,Buprenorphine,12,F,,,,
Marin,2012,Q3,Buprenorphine,12,F,,,,
Marin,2012,Q4,Buprenorphine,12,F,,,,
Marin,2013,Q1,Buprenorphine,12,F,,,,
Marin,2013,Q2,Buprenorphine,16,F,,,,
Marin,2013,Q3,Buprenorphine,13,F,,,,
Marin,2013,Q4,Buprenorphine,13,F,,,,
Marin,2014,Q1,Buprenorphine,23,F,,,,
Marin,2014,Q2,Buprenorphine,31,F,,,,
Marin,2014,Q3,Buprenorphine,29,F,,,,
Marin,2014,Q4,Buprenorphine,30,F,,,,
Marin,2015,Q1,Buprenorphine,38,F,,,,
Marin,2015,Q2,Buprenorphine,50,F,,,,
Marin,2015,Q3,Buprenorphine,54,F,,,,
Marin,2015,Q4,Buprenorphine,54,F,,,,
Marin,2016,Q1,Buprenorphine,63,F,,,,
Marin,2016,Q2,Buprenorphine,68,F,,,,
Marin,2016,Q3,Buprenorphine,84,F,,,,
Marin,2016,Q4,Buprenorphine,83,F,,,,
Marin,2017,Q1,Buprenorphine,85,F,,,,
Marin,2017,Q2,Buprenorphine,79,F,,,,
Marin,2017,Q3,Buprenorphine,85,F,,,,
Marin,2017,Q4,Buprenorphine,79,F,,,,
Marin,2018,Q1,Buprenorphine,87,F,,,,
Marin,2018,Q2,Buprenorphine,85,F,,,,
Marin,2018,Q3,Buprenorphine,88,F,,,,
Marin,2018,Q4,Buprenorphine,89,F,,,,
Marin,2019,Q1,Buprenorphine,103,F,,,,
Marin,2019,Q2,Buprenorphine,103,F,,,,
Marin,2019,Q3,Buprenorphine,114,F,,,,
Marin,2019,Q4,Buprenorphine,122,F,,,,
Marin,2020,Q1,Buprenorphine,131,P,,,,
Mendocino,2010,Q1,Buprenorphine,29,F,,,,
Mendocino,2010,Q2,Buprenorphine,35,F,,,,
Mendocino,2010,Q3,Buprenorphine,35,F,,,,
Mendocino,2010,Q4,Buprenorphine,32,F,,,,
Mendocino,2011,Q1,Buprenorphine,35,F,,,,
Mendocino,2011,Q2,Buprenorphine,47,F,,,,
Mendocino,2011,Q3,Buprenorphine,45,F,,,,
Mendocino,2011,Q4,Buprenorphine,35,F,,,,
Mendocino,2012,Q1,Buprenorphine,39,F,,,,
Mendocino,2012,Q2,Buprenorphine,44,F,,,,
Mendocino,2012,Q3,Buprenorphine,42,F,,,,
Mendocino,2012,Q4,Buprenorphine,44,F,,,,
Mendocino,2013,Q1,Buprenorphine,42,F,,,,
Mendocino,2013,Q2,Buprenorphine,45,F,,,,
Mendocino,2013,Q3,Buprenorphine,51,F,,,,
Mendocino,2013,Q4,Buprenorphine,58,F,,,,
Mendocino,2014,Q1,Buprenorphine,87,F,,,,
Mendocino,2014,Q2,Buprenorphine,96,F,,,,
Mendocino,2014,Q3,Buprenorphine,115,F,,,,
Mendocino,2014,Q4,Buprenorphine,119,F,,,,
Mendocino,2015,Q1,Buprenorphine,134,F,,,,
Mendocino,2015,Q2,Buprenorphine,150,F,,,,
Mendocino,2015,Q3,Buprenorphine,176,F,,,,
Mendocino,2015,Q4,Buprenorphine,171,F,,,,
Mendocino,2016,Q1,Buprenorphine,180,F,,,,
Mendocino,2016,Q2,Buprenorphine,207,F,,,,
Mendocino,2016,Q3,Buprenorphine,218,F,,,,
Mendocino,2016,Q4,Buprenorphine,215,F,,,,
Mendocino,2017,Q1,Buprenorphine,237,F,,,,
